Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded,valid
S504225,O32509,C7221,Michael Brown,jane@,916696958405,Mumbai,india,West,110001.0,P5708,Tablet,Misc,45.87896342959508,12.0,1470.172567114906,148242.9734891228,2022-03-15,2024-07-08,12.0,Delayed,Road,V881,Unknown,Bike,R393,5941.073292704843,333.7242436247887,Unknown,South Hub,Mr. Khan,Unknown,Cash,Yes,Pending,Check packaging,17642.070805378873,846 days,0.05617238286465428,142301.90019641796,Yes,Unknown,1.0,0.0,False
S321984,O81733,C6337,John Doe,john@example.com,916981896504,mumbai,USA,East,560001.0,P1824,Headphones,Accessories,14.379639134878165,13.0,1131.194486882145,79017.03622621998,2022-09-18,2025-02-17,11.0,Cancelled,Rail,V577,Unknown,Truck,R480,3978.506822396121,1886.765690457728,Warehouse B,South Hub,Unknown,Low,Card,No,Returned,Delayed delivery,14705.528329467885,883 days,0.47423965188059986,75038.52940382385,Yes,Low,6.0,1.0,False
S571840,O65302,C3083,Li Wei,john@example.com,918403039715,mumbai,Unknown,East,400001.0,P4473,Tablet,Food,6.279319410735846,12.0,3191.0231972650536,87698.0352941312,2023-11-29,2024-03-12,0.0,Delivered,Road,V648,Unknown,Cargo,R943,8013.277385292363,1229.7417935193005,Unknown,South Hub,Unknown,High,Credit,Unknown,Returned,No Remarks,38292.27836718064,104 days,0.1534630257248275,79684.75790883884,No,Urgent,2.0,3.0,False
S470626,O35103,C4136,Amit Kumar,amit@gmail.com,918468848005,Chennai,USA,North,560001.0,P5829,Charger,Clothing,68.5811861379596,13.0,1984.8354527273511,101699.56873361937,2022-04-30,2022-12-03,9.0,Unknown,Ship,V769,Unknown,Bike,R988,4839.546420163297,1861.9599008559655,Hub C,Central,Ms. Verma,High,Debit,Yes,Unknown,Delayed delivery,25802.860885455564,217 days,0.38473851456375513,96860.02231345607,Yes,Urgent,3.0,3.0,False
S289401,O13531,C3070,Michael Brown,amit@gmail.com,917777296876,Delhi,india,West,560001.0,P3383,Headphones,Food,89.53532136755106,13.0,3316.075935425896,1631.4072913987538,2021-03-29,2025-07-03,5.0,Delayed,Road,V102,Mr. Rao,Van,R287,6730.004134188153,1384.7745955000685,Warehouse A,Central,Ms. Verma,Unknown,Debit,Yes,Pending,No Remarks,43108.98716053665,1557 days,0.20576132910015146,-5098.5968427893995,Yes,Unknown,3.0,0.0,False
S974880,O40142,C6430,Michael Brown,jane@,918247536743,mumbai,UK,West,560001.0,P1304,Mobile,Accessories,60.95071276419312,17.0,3436.150887756193,54459.71878580739,2022-11-21,2024-04-08,2.0,Delayed,Road,V629,Mr. Lee,Van,R223,8217.077304198368,1954.8734464007484,Hub C,Central,Mr. Patel,Medium,UPI,No,Not Returned,Check packaging,58414.56509185528,504 days,0.23790374290405433,46242.64148160902,Yes,Normal,4.0,2.0,False
S706124,O95065,C2109,Fatima Noor,amit@gmail.com,917830215720,Mumbai,UK,South,560001.0,P7499,Headphones,Accessories,73.09581474463738,9.0,2814.938437455917,97446.15289517608,2022-05-23,2023-08-12,7.0,Delayed,Road,V759,Unknown,Unknown,R121,2231.7611095343395,685.8229713419096,Unknown,North Hub,Mr. Patel,Medium,Card,Unknown,Returned,Check packaging,25334.445937103254,446 days,0.3073012467203569,95214.39178564174,Yes,Normal,6.0,2.0,False
S566551,O22934,C3352,John Doe,john@example.com,918693874052,Bangalore,UK,South,110001.0,P8458,Tablet,Misc,6.279319410735846,7.0,3034.59077191849,14882.343104953285,2020-07-22,2020-12-04,2.0,Unknown,Rail,V204,Ms. Sharma,Truck,R912,9983.976999460425,914.0718784944544,Warehouse A,South Hub,Unknown,Medium,Online,No,Unknown,Check packaging,21242.13540342943,135 days,0.09155388464375014,4898.36610549286,Yes,Normal,5.0,2.0,False
S517962,O50334,C7258,Amit Kumar,jane@,918788282706,Unknown,india,South,600001.0,P8095,Headphones,Clothing,76.19811233738129,9.0,2445.1136839385704,101699.56873361937,2020-01-01,2025-04-19,0.0,Delayed,Air,V622,Mrs. Patel,Bike,R574,1183.948113343711,1843.1615920235856,Warehouse B,Unknown,Ms. Verma,Medium,Card,Unknown,Unknown,No Remarks,22006.023155447132,1935 days,1.5567925412019294,100515.62062027566,No,Normal,6.0,2.0,False
S856153,O20064,C7298,Amit Kumar,john@example.com,919633243593,Mumbai,Unknown,Unknown,560001.0,P2461,Laptop,Clothing,26.248608169201685,3.0,1470.172567114906,18874.57944789831,2023-12-22,2024-07-19,3.0,Cancelled,Rail,V945,Mrs. Patel,Bike,R851,1209.5034005447242,1406.512023333398,Warehouse A,South Hub,Ms. Verma,Low,Cash,No,Pending,Handle with care,4410.517701344718,210 days,1.1628838932573047,17665.07604735359,Yes,Low,1.0,1.0,False
S185808,O13333,C5616,Li Wei,john@example.com,919061915379,Unknown,India,West,0.0,P9678,Tablet,Accessories,9.30500395416599,5.0,2365.3517753308106,131384.30717858748,2020-12-05,2021-12-18,3.0,Delivered,Road,V413,Mr. Rao,Unknown,R716,8217.077304198368,740.9701505086177,Warehouse B,Central,Mr. Khan,Unknown,Card,No,Pending,Delayed delivery,11826.758876654054,378 days,0.09017441641081218,123167.22987438912,Yes,Unknown,6.0,0.0,False
S277671,O90634,C7057,Nan,amit@gmail.com,917158926011,Mumbai,USA,East,110001.0,P5364,Charger,Electronics,89.53532136755106,11.0,1955.8260882103048,148242.9734891228,2020-09-14,2023-10-12,6.0,Delayed,Road,V401,Mr. Lee,Unknown,R353,6919.232083134686,433.1428677108873,Warehouse A,Central,Unknown,Medium,Online,Yes,Not Returned,Check packaging,21514.086970313354,1123 days,0.06259984670360362,141323.74140598814,Yes,Normal,5.0,2.0,False
S699493,O89623,C6186,Nan,jane@,919325780643,Chennai,USA,East,0.0,P8087,Charger,Electronics,97.00603029011845,7.0,3016.4933319896995,61620.033408472336,2020-01-24,2023-02-19,7.0,Delivered,Air,V808,Mr. Rao,Truck,R813,7464.945846238535,65.59446973231886,Hub C,North Hub,Unknown,Medium,Card,Yes,Unknown,Check packaging,21115.453323927897,1122 days,0.008786998738292367,54155.0875622338,Yes,Normal,6.0,2.0,False
S771725,O73027,C8918,Nan,jane@,916274472886,Bangalore,USA,West,110001.0,P1824,Charger,Misc,45.87896342959508,1.0,2473.7388485041297,144272.0612889226,2020-02-09,2023-09-04,11.0,Pending,Air,V646,Mr. Lee,Cargo,R725,1183.948113343711,1954.8734464007484,Hub C,Unknown,Mr. Patel,Unknown,Online,Unknown,Not Returned,Delayed delivery,2473.7388485041297,1303 days,1.65114790451398,143088.11317557888,Yes,Unknown,5.0,0.0,False
S862497,O70170,C1208,Michael Brown,amit@gmail.com,917282345031,mumbai,UK,West,110001.0,P9294,Headphones,Clothing,70.83230571283791,1.0,3351.5750642742523,148375.78601095933,2023-06-11,2025-03-27,8.0,Pending,Ship,V771,Mr. Rao,Van,R996,5527.842773988052,433.1428677108873,Unknown,Unknown,Ms. Verma,High,Card,No,Returned,Delayed delivery,3351.5750642742523,655 days,0.07835658238130336,142847.94323697127,Yes,Urgent,6.0,3.0,False
S489131,O84319,C6989,Michael Brown,jane@,917609263998,Unknown,UK,East,110001.0,P9552,Mobile,Misc,77.2413994952516,13.0,4256.863571377221,136546.12686932215,2020-03-13,2022-05-14,0.0,Delayed,Ship,V866,Mr. Lee,Cargo,R221,103.9569566343168,1463.6602901953722,Warehouse B,South Hub,Mr. Khan,Medium,Card,No,Pending,Delayed delivery,55339.22642790387,792 days,14.079483832371151,136442.16991268782,No,Normal,6.0,2.0,False
S764886,O43106,C6240,Nan,amit@gmail.com,919925964194,mumbai,USA,East,110001.0,P8706,Unknown,Accessories,93.98014468563682,17.0,795.7657041279592,148242.9734891228,2022-03-02,2022-04-09,4.0,Cancelled,Road,V609,Mr. Rao,Cargo,R827,8408.905679026246,151.0244465801482,Warehouse B,Unknown,Mr. Patel,Low,Credit,Yes,Not Returned,Delayed delivery,13528.016970175308,38 days,0.017960059530318918,139834.06781009657,Yes,Low,2.0,1.0,False
S955775,O50740,C4229,John Doe,jane@,917829255842,Chennai,india,West,0.0,P6835,Mobile,Clothing,5.1218160656397735,17.0,3587.724082878047,54459.71878580739,2022-12-30,2023-04-13,3.0,Cancelled,Road,V350,Mrs. Patel,Unknown,R730,6919.232083134686,419.635431707086,Hub C,South Hub,Unknown,Unknown,Cash,No,Returned,No Remarks,60991.3094089268,104 days,0.060647688452296365,47540.4867026727,Yes,Unknown,1.0,0.0,False
S316089,O70706,C9577,Fatima Noor,jane@,917102709200,Bangalore,USA,South,560001.0,P3490,Charger,Clothing,30.772103174474005,12.0,3545.305278534692,197133.6253956152,2022-02-15,2025-10-17,10.0,Cancelled,Road,V490,Mrs. Patel,Cargo,R922,1614.6383821861866,787.0087478115729,Warehouse B,South Hub,Unknown,Low,Debit,Unknown,Returned,No Remarks,42543.66334241631,1340 days,0.48742105755344395,195518.98701342902,Yes,Low,3.0,1.0,False
S743362,O98298,C9153,Michael Brown,jane@,919722591808,mumbai,india,East,110001.0,P1119,Charger,Clothing,35.996956006012134,7.0,494.0543596261738,167175.08618281968,2023-02-11,2023-03-28,-1.0,In Transit,Air,V807,Unknown,Truck,R479,4344.41136364849,1384.7745955000685,Warehouse A,South Hub,Ms. Verma,Unknown,UPI,Unknown,Pending,Handle with care,3458.3805173832166,45 days,0.3187484976876402,162830.6748191712,No,Unknown,4.0,0.0,False
S453504,O94681,C8810,Amit Kumar,jane@,919721706841,mumbai,india,East,110001.0,P7626,Laptop,Clothing,54.49826027424572,11.0,2551.014181742006,177191.33481676033,2021-07-02,2024-08-25,0.0,In Transit,Road,V343,Ms. Sharma,Bike,R134,8813.090633228108,333.7242436247887,Warehouse B,North Hub,Ms. Verma,Unknown,Card,Yes,Unknown,No Remarks,28061.155999162063,1150 days,0.03786687979430779,168378.24418353222,No,Unknown,6.0,0.0,False
S277757,O14071,C4620,Jane Smith,jane@,916067241563,Unknown,India,North,560001.0,P3993,Unknown,Furniture,70.83230571283791,2.0,247.931337549312,196124.17913065635,2022-03-25,2025-09-13,3.0,Delivered,Road,V392,Mr. Lee,Truck,R242,5527.842773988052,1886.765690457728,Warehouse A,North Hub,Mr. Patel,Medium,Unknown,No,Pending,No Remarks,495.862675098624,1268 days,0.34132043323231576,190596.3363566683,Yes,Normal,0.0,2.0,False
S927354,O28638,C3173,Li Wei,jane@,918781963206,Delhi,UK,East,0.0,P2448,Tablet,Electronics,71.467856328688,5.0,247.931337549312,105894.7434817643,2022-10-31,2024-06-17,1.0,Delivered,Ship,V602,Mr. Rao,Cargo,R871,1104.4280670263602,579.5517679876584,Unknown,South Hub,Ms. Verma,Unknown,Debit,No,Returned,Check packaging,1239.65668774656,595 days,0.5247528429335234,104790.31541473794,Yes,Unknown,3.0,0.0,False
S864250,O60934,C2569,Jane Smith,john@example.com,916822922318,Bangalore,UK,Unknown,560001.0,P5159,Mobile,Furniture,7.867442847541991,1.0,833.9464516195411,190827.3003922336,2024-01-13,2024-04-29,1.0,Delayed,Air,V937,Ms. Sharma,Truck,R261,1274.6931179776243,1994.252399409692,Hub C,Unknown,Mr. Khan,Medium,Unknown,Yes,Returned,Delayed delivery,833.9464516195411,107 days,1.5644960903010843,189552.60727425598,Yes,Normal,0.0,2.0,False
S253772,O32409,C1466,Michael Brown,jane@,917011998216,Mumbai,USA,North,0.0,P7043,Charger,Food,97.00603029011845,3.0,2835.8378992808434,95960.8310986921,2022-01-06,2024-03-28,12.0,Delayed,Road,V314,Mr. Rao,Unknown,R738,1614.6383821861866,419.635431707086,Warehouse B,Unknown,Mr. Khan,Medium,Credit,Unknown,Returned,Handle with care,8507.51369784253,812 days,0.25989437408202104,94346.19271650592,Yes,Normal,2.0,2.0,False
S965734,O42852,C3885,Li Wei,amit@gmail.com,917005872022,Mumbai,USA,Unknown,600001.0,P3791,Unknown,Furniture,6.824055853459352,13.0,2127.286521221502,97446.15289517608,2020-07-08,2025-03-19,2.0,Delayed,Air,V954,Ms. Sharma,Van,R740,1614.6383821861866,23.390088553611708,Warehouse B,South Hub,Ms. Verma,Low,UPI,Unknown,Not Returned,Handle with care,27654.724775879527,1715 days,0.014486270617413428,95831.5145129899,Yes,Low,4.0,1.0,False
S416231,O68630,C3794,Michael Brown,amit@gmail.com,919721972433,Unknown,UK,South,0.0,P9534,Laptop,Accessories,71.467856328688,14.0,676.4538978214792,188993.68719476004,2024-10-16,2025-04-14,10.0,Pending,Air,V648,Ms. Sharma,Unknown,R334,8641.039994658273,1053.6006661260592,Warehouse B,Unknown,Ms. Verma,High,UPI,No,Unknown,No Remarks,9470.354569500709,180 days,0.12192984487716468,180352.64720010178,Yes,Urgent,4.0,3.0,False
S797756,O48064,C5364,Li Wei,jane@,919645819476,Mumbai,India,East,0.0,P2885,Mobile,Accessories,43.47852935489052,12.0,3146.5043766263207,50746.4205647399,2022-09-27,2023-10-02,1.0,Cancelled,Ship,V180,Ms. Sharma,Cargo,R621,6203.769967791608,1003.3030524525524,Warehouse A,South Hub,Mr. Khan,Medium,Card,No,Unknown,Check packaging,37758.05251951585,370 days,0.16172473474378418,44542.65059694829,Yes,Normal,6.0,2.0,False
S966970,O18009,C2406,Nan,jane@,919292175363,Unknown,Unknown,South,110001.0,P7010,Laptop,Furniture,46.370715781593645,6.0,3619.965368561621,103142.16694630009,2023-07-12,2023-10-27,14.0,Delayed,Rail,V929,Mr. Rao,Truck,R405,1092.0050948894086,1994.252399409692,Warehouse B,Unknown,Mr. Patel,Unknown,UPI,Yes,Returned,No Remarks,21719.792211369724,107 days,1.8262299404488194,102050.16185141068,Yes,Unknown,4.0,0.0,False
S589326,O98922,C6440,Nan,jane@,919122340729,Bangalore,india,North,0.0,P8902,Unknown,Furniture,76.19811233738129,4.0,3232.275874206702,44976.48821164394,2022-03-22,2025-08-21,13.0,In Transit,Road,V654,Mrs. Patel,Cargo,R843,3598.151841574784,1035.526119803062,Warehouse B,Central,Mr. Khan,Medium,UPI,No,Not Returned,Handle with care,12929.103496826809,1248 days,0.28779389125219595,41378.336370069155,Yes,Normal,4.0,2.0,False
S868788,O15111,C6373,Jane Smith,john@example.com,918569035837,Chennai,UK,Unknown,0.0,P2329,Unknown,Misc,80.93553613758789,1.0,676.4538978214792,49172.273018740205,2024-10-10,2024-10-30,8.0,Delayed,Road,V719,Unknown,Bike,R237,4344.41136364849,573.7657680312049,Unknown,North Hub,Unknown,High,Card,Yes,Pending,No Remarks,676.4538978214792,20 days,0.13206985250801603,44827.861655091714,Yes,Urgent,6.0,3.0,False
S922247,O38491,C6385,Jane Smith,amit@gmail.com,916956619331,Mumbai,UK,North,110001.0,P4823,Mobile,Clothing,96.97367046257358,13.0,1931.0364529917215,148375.78601095933,2021-10-25,2022-12-19,12.0,Pending,Ship,V568,Ms. Sharma,Unknown,R108,6590.437715337587,1070.479318614681,Hub C,Unknown,Mr. Khan,High,Card,Yes,Returned,No Remarks,25103.47388889238,420 days,0.162429168570004,141785.34829562175,Yes,Urgent,6.0,3.0,False
S181857,O58870,C8482,Fatima Noor,john@example.com,919931060258,Delhi,UK,Unknown,560001.0,P5570,Laptop,Misc,78.62500815860486,10.0,4539.137138587447,13794.510437642091,2020-12-30,2025-03-06,13.0,Pending,Air,V203,Mrs. Patel,Truck,R613,5242.289857164861,1697.1710168935022,Warehouse A,South Hub,Mr. Patel,Medium,Online,No,Returned,Check packaging,45391.371385874474,1527 days,0.32374612299888494,8552.220580477231,Yes,Normal,5.0,2.0,False
S614515,O72753,C8063,Michael Brown,amit@gmail.com,918400432870,Unknown,UK,East,110001.0,P8782,Mobile,Accessories,96.97367046257358,8.0,3436.150887756193,136546.12686932215,2022-11-23,2023-11-03,1.0,Delayed,Road,V159,Unknown,Truck,R771,7561.095207931837,772.2360719398845,Unknown,South Hub,Mr. Khan,High,UPI,Yes,Not Returned,No Remarks,27489.207102049542,345 days,0.10213283270521227,128985.03166139031,Yes,Urgent,4.0,3.0,False
S746301,O84492,C8702,Fatima Noor,john@example.com,919315991210,Delhi,India,South,400001.0,P3255,Unknown,Furniture,49.63266183825688,13.0,523.4605678022331,18639.484645313456,2020-03-01,2023-01-13,1.0,Delayed,Air,V526,Ms. Sharma,Truck,R553,8138.8390000480385,494.64818993831005,Unknown,South Hub,Unknown,Low,Credit,Unknown,Not Returned,Check packaging,6804.9873814290295,1048 days,0.06077625935780158,10500.645645265417,Yes,Low,2.0,1.0,False
S591990,O18208,C1426,Michael Brown,john@example.com,916944073992,Unknown,Unknown,East,560001.0,P9377,Headphones,Accessories,30.772103174474005,12.0,3436.150887756193,101699.56873361937,2021-03-02,2021-11-07,2.0,Delivered,Air,V882,Mr. Lee,Cargo,R154,1183.948113343711,92.2567103786578,Unknown,North Hub,Ms. Verma,High,Unknown,Yes,Returned,No Remarks,41233.81065307431,250 days,0.07792293373237957,100515.62062027566,Yes,Urgent,0.0,3.0,False
S976397,O56501,C6935,Amit Kumar,amit@gmail.com,916997666693,mumbai,Unknown,North,600001.0,P4319,Tablet,Clothing,27.49922866150264,1.0,2692.1612150385195,51317.76473990145,2022-12-26,2023-08-01,13.0,Delayed,Road,V831,Mrs. Patel,Van,R928,5675.666106406118,453.81485223837,Unknown,North Hub,Unknown,Medium,UPI,Yes,Returned,Handle with care,2692.1612150385195,218 days,0.0799579897284919,45642.098633495334,Yes,Normal,4.0,2.0,False
S661667,O64342,C1901,Jane Smith,amit@gmail.com,918742484034,mumbai,india,West,110001.0,P9708,Tablet,Clothing,54.49826027424572,19.0,4323.3523984833655,45101.87521972178,2021-04-19,2023-05-22,3.0,Unknown,Ship,V893,Mrs. Patel,Unknown,R976,5468.34161852126,939.1455906329757,Warehouse A,South Hub,Mr. Patel,High,Online,Unknown,Returned,No Remarks,82143.69557118394,763 days,0.17174230436739574,39633.533601200514,Yes,Urgent,5.0,3.0,False
S431789,O85687,C6624,Michael Brown,amit@gmail.com,919327379058,Mumbai,India,West,600001.0,P8667,Mobile,Furniture,3.029203111037471,6.0,2473.7388485041297,72713.96427958044,2020-12-29,2024-05-21,4.0,Delivered,Ship,V210,Ms. Sharma,Van,R927,8217.077304198368,1097.1244178130758,Warehouse B,North Hub,Mr. Patel,Low,Card,Unknown,Not Returned,No Remarks,14842.433091024777,1239 days,0.13351759721823717,64496.88697538207,Yes,Low,6.0,1.0,False
S548203,O83465,C5769,Amit Kumar,jane@,916709901901,Chennai,UK,North,400001.0,P6876,Laptop,Misc,88.77766788634449,16.0,4283.776422510859,57232.80452318232,2021-03-04,2024-05-30,0.0,Delivered,Air,V515,Mr. Lee,Cargo,R476,5625.156091417433,494.64818993831005,Hub C,North Hub,Mr. Khan,Low,Card,Yes,Unknown,Delayed delivery,68540.42276017375,1183 days,0.08793501582880842,51607.64843176489,No,Low,6.0,1.0,False
S465562,O76184,C6047,Fatima Noor,john@example.com,917929810120,Delhi,UK,South,560001.0,P3444,Charger,Clothing,54.89767279465632,13.0,3316.075935425896,197133.6253956152,2022-09-17,2024-10-29,7.0,Delivered,Air,V183,Mrs. Patel,Van,R783,1274.6931179776243,738.6984001823912,Warehouse A,Central,Mr. Patel,Unknown,Credit,Unknown,Pending,Check packaging,43108.98716053665,773 days,0.57951077774263,195858.9322776376,Yes,Unknown,2.0,0.0,False
S827639,O71848,C1987,John Doe,john@example.com,918848087050,Delhi,India,North,110001.0,P7206,Headphones,Clothing,29.568392529254208,8.0,1242.7503282923385,141034.91640095037,2025-07-24,2025-09-26,7.0,Delayed,Road,V372,Mr. Lee,Van,R841,2892.410615379814,860.6044895169268,Unknown,Unknown,Mr. Patel,Unknown,Credit,Yes,Returned,No Remarks,9942.002626338708,64 days,0.29753883661636243,138142.50578557057,Yes,Unknown,2.0,0.0,False
S193966,O16822,C6266,Michael Brown,amit@gmail.com,919681951841,Chennai,India,North,560001.0,P5264,Tablet,Misc,44.29517312709033,7.0,676.4538978214792,38876.644399990495,2021-02-22,2022-10-06,4.0,Delayed,Ship,V521,Mrs. Patel,Truck,R516,1209.5034005447242,1142.2818193000303,Unknown,South Hub,Unknown,Medium,Cash,Yes,Unknown,Handle with care,4735.177284750354,591 days,0.9444221643242844,37667.14099944577,Yes,Normal,1.0,2.0,False
S976485,O26602,C6911,Jane Smith,jane@,918930367873,mumbai,UK,Unknown,400001.0,P5587,Laptop,Food,16.021454773452163,15.0,2847.357221366099,144272.0612889226,2020-11-02,2021-08-08,0.0,Delayed,Road,V555,Ms. Sharma,Van,R154,6853.33280857354,92.2567103786578,Warehouse A,Unknown,Mr. Khan,Unknown,UPI,No,Unknown,No Remarks,42710.35832049149,279 days,0.013461583284448754,137418.72848034906,No,Unknown,4.0,0.0,False
S842223,O28297,C9204,Jane Smith,jane@,916176622992,Unknown,India,Unknown,560001.0,P4850,Laptop,Furniture,93.98014468563682,13.0,3351.5750642742523,72897.15579025428,2022-11-07,2023-11-02,11.0,Delayed,Road,V285,Ms. Sharma,Truck,R578,3845.0863690497854,796.33515645962,Unknown,South Hub,Mr. Patel,Low,Credit,Yes,Returned,Handle with care,43570.47583556528,360 days,0.20710462133427027,69052.0694212045,Yes,Low,2.0,1.0,False
S183054,O58611,C9996,Michael Brown,amit@gmail.com,917031002799,Delhi,Unknown,West,400001.0,P8515,Charger,Food,71.467856328688,10.0,2675.1471425446894,78649.69329941412,2021-06-29,2022-09-13,10.0,Delayed,Rail,V787,Mr. Lee,Unknown,R251,9138.029149244574,65.59446973231886,Hub C,Unknown,Mr. Patel,Medium,Unknown,No,Pending,Delayed delivery,26751.471425446893,441 days,0.007178185652618699,69511.66415016956,Yes,Normal,0.0,2.0,False
S525714,O40651,C5982,Fatima Noor,amit@gmail.com,918158932079,mumbai,UK,West,600001.0,P2298,Mobile,Clothing,70.83230571283791,10.0,3316.075935425896,196302.5874917136,2020-08-19,2024-04-21,0.0,Delayed,Road,V268,Mr. Lee,Unknown,R451,5675.666106406118,1800.3713819788738,Hub C,North Hub,Ms. Verma,Medium,Credit,Yes,Returned,No Remarks,33160.75935425896,1341 days,0.31720882592913574,190626.9213853075,No,Normal,2.0,2.0,False
S963001,O63075,C8561,Amit Kumar,jane@,917512086848,Bangalore,USA,West,600001.0,P8216,Tablet,Misc,86.68452650460605,9.0,4886.341830401388,196124.17913065635,2021-02-25,2023-05-05,14.0,In Transit,Ship,V746,Ms. Sharma,Van,R980,5675.666106406118,1053.6006661260592,Hub C,North Hub,Mr. Khan,Medium,Online,Yes,Pending,No Remarks,43977.07647361249,799 days,0.18563471606211318,190448.51302425025,Yes,Normal,5.0,2.0,False
S715588,O95865,C1762,Li Wei,john@example.com,917969036935,Mumbai,UK,East,600001.0,P4529,Laptop,Food,36.95300340772233,1.0,2127.286521221502,1631.4072913987538,2020-03-05,2025-10-23,11.0,Pending,Rail,V648,Ms. Sharma,Van,R279,9534.073322592092,1335.386338333092,Warehouse A,North Hub,Mr. Khan,High,Credit,No,Not Returned,No Remarks,2127.286521221502,2058 days,0.1400646180440777,-7902.666031193338,Yes,Urgent,2.0,3.0,False
S454613,O87164,C3326,Fatima Noor,jane@,916663491744,Delhi,UK,North,110001.0,P3409,Mobile,Clothing,86.68452650460605,9.0,528.0540744930373,154723.2036324777,2022-02-13,2022-06-18,2.0,Delayed,Rail,V760,Mrs. Patel,Van,R517,178.809622859355,1097.1244178130758,Hub C,South Hub,Mr. Patel,Low,Credit,Yes,Unknown,No Remarks,4752.486670437336,125 days,6.13571238655334,154544.39400961835,Yes,Low,2.0,1.0,False
S273353,O67790,C9854,Jane Smith,john@example.com,916897219639,Mumbai,USA,East,400001.0,P5255,Mobile,Furniture,18.748748730416665,11.0,1206.7690414433216,110595.09146370173,2024-02-16,2025-01-11,13.0,Delivered,Rail,V276,Unknown,Van,R373,1209.5034005447242,1134.7870626084311,Warehouse B,South Hub,Ms. Verma,High,UPI,Unknown,Pending,Check packaging,13274.459455876538,330 days,0.9382256073834575,109385.588063157,Yes,Urgent,4.0,3.0,False
S280313,O34222,C2185,John Doe,john@example.com,916896408119,Delhi,UK,East,600001.0,P9024,Unknown,Furniture,92.22648638480013,16.0,802.3631791511527,110595.09146370173,2022-02-13,2025-06-09,11.0,Delayed,Road,V404,Mrs. Patel,Unknown,R474,4493.931902391445,1114.660510613214,Hub C,Central,Unknown,Low,Card,Yes,Pending,No Remarks,12837.810866418444,1212 days,0.2480368049235565,106101.15956131028,Yes,Low,6.0,1.0,False
S382812,O39825,C5922,Fatima Noor,jane@,917765615127,Chennai,USA,East,110001.0,P6116,Charger,Misc,60.31094366844928,15.0,1644.0594195786612,34984.629437934826,2021-12-28,2022-09-29,4.0,In Transit,Rail,V723,Mr. Rao,Cargo,R674,2892.410615379814,772.2360719398845,Unknown,South Hub,Mr. Patel,Unknown,Unknown,Yes,Unknown,No Remarks,24660.891293679917,275 days,0.2669870134737004,32092.218822555013,Yes,Unknown,0.0,0.0,False
S138299,O99301,C1939,Li Wei,john@example.com,916990403711,Unknown,UK,West,400001.0,P2606,Charger,Electronics,60.31094366844928,12.0,4018.205925899916,18639.484645313456,2024-02-26,2024-08-28,6.0,In Transit,Rail,V705,Mr. Rao,Unknown,R720,5468.34161852126,333.7242436247887,Warehouse A,North Hub,Ms. Verma,High,Online,Yes,Unknown,Handle with care,48218.47111079899,184 days,0.061028419017287706,13171.143026792197,Yes,Urgent,5.0,3.0,False
S363670,O77945,C5313,Fatima Noor,jane@,918697483474,Unknown,india,Unknown,400001.0,P6138,Headphones,Misc,31.44274101070839,13.0,2036.6726209806648,129249.4448283645,2021-07-17,2025-09-12,12.0,Delayed,Road,V739,Ms. Sharma,Van,R574,8217.077304198368,709.6553950141215,Unknown,Central,Mr. Patel,Medium,Debit,Unknown,Unknown,Check packaging,26476.744072748643,1518 days,0.08636348043744652,121032.36752416614,Yes,Normal,3.0,2.0,False
S968433,O61856,C1316,Fatima Noor,amit@gmail.com,917146464453,mumbai,india,East,600001.0,P5539,Unknown,Furniture,77.2413994952516,11.0,676.4538978214792,94641.0785219888,2025-04-13,2025-10-27,9.0,Unknown,Ship,V604,Mrs. Patel,Cargo,R360,6233.498867203423,1456.7019584324769,Hub C,South Hub,Mr. Patel,Medium,Card,Yes,Not Returned,Check packaging,7440.992876036272,197 days,0.2336892954447599,88407.57965478538,Yes,Normal,6.0,2.0,False
S144255,O76027,C7070,John Doe,jane@,916977711333,Chennai,India,Unknown,560001.0,P7534,Laptop,Accessories,32.85574054166133,4.0,523.4605678022331,49172.273018740205,2024-01-18,2024-11-22,3.0,Delayed,Road,V426,Mrs. Patel,Truck,R437,5630.916918983429,1134.7870626084311,Warehouse A,Central,Mr. Khan,Low,Credit,Yes,Unknown,No Remarks,2093.8422712089323,309 days,0.20152793566936494,43541.35609975678,Yes,Low,2.0,1.0,False
S374963,O80766,C1512,Nan,jane@,918663593622,mumbai,india,South,600001.0,P5969,Mobile,Electronics,76.19811233738129,8.0,3587.724082878047,3103.032580151137,2021-07-09,2022-03-25,10.0,Pending,Rail,V174,Unknown,Truck,R787,7561.095207931837,1456.7019584324769,Hub C,Unknown,Mr. Khan,High,UPI,No,Not Returned,Delayed delivery,28701.792663024375,259 days,0.192657534176312,-4458.0626277807,Yes,Urgent,4.0,3.0,False
